اسم السوبر ماركت,فترة سريان العرض,الفرع / الموقع,تاريخ تعديل ملف الفلاير,الفئة,اسم العلامة التجارية,اسم المنتج (الأساسي),الاسم بالعربية,العبارة الترويجية,الوحدة,السعر الأصلي,السعر الحالي,الخصم %,العملة,قيود العرض,اسم ملف الفلاير,اسم المجلد الفرعي,السعر المحسوب,__source_file__,solution_key,الفئة_الأصلية,الفئة_الجديدة,source_file,Unnamed: 23,,#CALC!,#N/A
بيت الجملة,2025-12-07 to 2025-12-16,Mirage Mall branch,12/15/2025 13:11,أطعمة -لحوم طازجة,halwany,halwany luncheon beef plain roll / olive / chicken,حلواني لانشون بقري رول ساده / زيتون / دجاج 250 جم,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,250 جم,109,77.95,28,جنيه,,page_50.jpg,flyer_8498,77.39,merged_cleansed_output.xlsx,8498,Processed Meat,أطعمة -لحوم طازجة,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,غسيل (مسحوق ),clorox,clorox white bleach + gel,كلوركس كلور ابيض 1.89 لتر + جيل 750 مل,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,لتر + مل,87.75,77.95,11,جنيه,,page_66.jpg,flyer_8498,78.0975,merged_cleansed_output.xlsx,8498,DETERGENTS,غسيل (مسحوق ),merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,,12/25/2025 21:57,أطعمة -فواكه وخضروات,"gena, rawabi",gena / rawabi vegetable ghee,جنه / روابي سمن نباتي 700 جم,offer بيت الجملة الفئة أطعمة -فواكه وخضروات offer بيت الجملة offer بيت الجملة,جم,80.25,78.75,1,جنيه,,SIM98_F2_flyer_8630_page_13.jpg,,78.645,merged_cleansed_output.xlsx,8630,,,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,,12/18/2025 19:23,أطعمة -زيوت ودهون,"جنه, روابي",gena / rawabi vegetable ghee,جنه / روابي سمن نباتي 700 جم,الفئة أطعمة -زيوت ودهون offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,700 جم,80.25,78.75,1,جنيه,,SIM98_F1_flyer_8630_page_13.jpg,,,merged_cleansed_output.xlsx,8630,Grocery,أطعمة -زيوت,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,,12/15/2025 13:10,أطعمة -زيوت ودهون,جنه / روابي,vegetable ghee,جنه / روابي سمن نباتي 700 جم,الفئة أطعمة -زيوت ودهون offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,جم,80.25,78.75,1,جنيه,,page_15.jpg,flyer_8497,,merged_cleansed_output.xlsx,8497,Grocery,أطعمة -زيوت,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -مشروبات,elano,elano water 1.5 liter - 6 bottles,ايلانو مياه 1.5 لتر - 6 عبوة,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,عبوة,100,78.95,21,جنيه,,page_41.jpg,flyer_8498,79,merged_cleansed_output.xlsx,8498,Beverages,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,Mirage Mall,12/26/2025 15:48,أطعمة -معلبات / تونة,دايمه,white beans,دايمه فاصوليا بيضاء 500 جم,offer بيت الجملة الفئة أطعمة -معلبات / تونة offer بيت الجملة,500 gm,95,78.95,16,جنيه,,SIM92_F2_flyer_8616_page_44.jpg,,78.85,merged_cleansed_output.xlsx,8616,,,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,Mirage Mall branch,12/26/2025 15:48,أطعمة -معلبات / تونة,dayma,white beans,دايمه فاصوليا بيضاء 500 جم,offer بيت الجملة الفئة أطعمة -معلبات / تونة offer بيت الجملة,500 gm,95,78.95,16,جنيه,,SIM95_F2_flyer_8616_page_44.jpg,,,merged_cleansed_output.xlsx,8616,,,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/26/2025 15:48,أطعمة -معلبات / تونة,دايمه,white beans,فاصوليا بيضاء,offer بيت الجملة الفئة أطعمة -معلبات / تونة offer بيت الجملة,500 gm,95,78.95,16,جنيه,,SIM90_F2_flyer_8616_page_44.jpg,,,merged_cleansed_output.xlsx,8616,,,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/22/2025 16:48,أطعمة -معلبات / تونة,دايمه,white beans,دايمه فاصوليا بيضاء,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,500 جم,95,78.95,16,جنيه,,SIM93_F2_flyer_8616_page_44.jpg,,,merged_cleansed_output.xlsx,8616,Legumes,أطعمة -معلبات / تونة,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/22/2025 16:48,أطعمة -معلبات / تونة,دايمه,white beans,دايمه فاصوليا بيضاء 500 جم,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,500 جم,95,78.95,16,جنيه,,SIM96_F2_flyer_8616_page_44.jpg,,,merged_cleansed_output.xlsx,8616,Legumes,أطعمة -معلبات / تونة,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/22/2025 16:48,أطعمة -حبوب وبقوليات,دايمه,white beans,دايمه فاصوليا بيضاء 500 جم,الفئة أطعمة -حبوب وبقوليات offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,عبوة,95,78.95,16,جنيه,,SIM95_F2_flyer_8616_page_44.jpg,,78.85,merged_cleansed_output.xlsx,8616,البقوليات,البقوليات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/22/2025 16:48,أطعمة -معلبات / تونة,دايـمـه,white beans,دايـمـه فاصوليا بيضاء,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,500 جرام,95,78.95,16,جنيه,,SIM92_F2_flyer_8616_page_44.jpg,,,merged_cleansed_output.xlsx,8616,Legumes,أطعمة -معلبات / تونة,merged_cleansed_output.xlsx,,,,
بيت الجملة,2024-12-23 to null,,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,katilo,natural low salt cheese,جبن ملح خفيف طبيعي,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,علبة 250 جرام,95,78.95,16,جنيه,,SIM98_F1_flyer_8630_page_24.jpg,,,merged_cleansed_output.xlsx,8630,جبنة,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2020-12-08 to 2020-12-20,Mirage Mall branch,12/17/2025 16:39,أطعمة -الألبان ومنتجاتها,katilo,natural low salt cheese,جبن ملح خفيف طبيعي علبة 250 جرام,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,pack,95,78.95,16,جنيه,,SIM98_F2_flyer_8498_page_52.jpg,,78.85,merged_cleansed_output.xlsx,8498,Cheese,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,فرع ميراج مول,12/15/2025 13:11,أطعمة -معلبات / تونة,sunshine,sunshine mackerel,صن شاين ماكريل 350 جم,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,جم,85,79.75,6,جنيه,,page_40.jpg,flyer_8498,79.89999999999999,merged_cleansed_output.xlsx,8498,Grocery/Canned Fish,أطعمة -معلبات / تونة,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,جميع الفروع عدا مدينتي كرافت زون وميراج مول,12/18/2025 19:23,مستحضرات تجميل,closeup,closeup toothpaste red / green new (1+1),كلوس اب 100 مل احمر / اخضر جديد (1+1),"SPECIAL OFFER 15% DISCOUNT, جديد (1+1) offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة",100 مل (1+1),100,79.95,20,جنيه,,SIM93_F1_flyer_8630_page_33.jpg,,,merged_cleansed_output.xlsx,8630,Cosmetics,مستحضرات تجميل,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,,12/15/2025 13:10,العناية بالفم,closeup,closeup toothpaste,كلوس اب 100 مل احمر / اخضر جديد (1+1),جديد offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,مل,100,79.95,20,جنيه,,page_29.jpg,flyer_8497,85,merged_cleansed_output.xlsx,8497,Oral Care,العناية بالفم,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,جميع الفروع ماعدا فرع ميراج مول,12/15/2025 13:10,أطعمة -مشروبات,royal,royal black tea,رويال شاي اسود,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,100 ظرف,100,79.95,20,جنيه,,page_21.jpg,flyer_8497,,merged_cleansed_output.xlsx,8497,شاي,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,فرع ميراج مول,12/15/2025 13:11,أطعمة -معلبات / تونة,el bahara,anchovies fillets in sun flower oil,البحاره انشوجا 90 جم مصفى 50 جم,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,90 جم,109,79.95,26,جنيه,,page_45.jpg,flyer_8498,79.57,merged_cleansed_output.xlsx,8498,معلبات بحرية,أطعمة -معلبات / تونة,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -صلصات وتوابل,هاينز,mayonnaise,هاينز مايونيز 310 جم 2 قطعة,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,310 جم x 2 قطعة,110,79.95,27,جنيه,حتى نفاذ الكمية,page_36.jpg,flyer_8498,80.3,merged_cleansed_output.xlsx,8498,Sauces & Condiments,أطعمة -صلصات وتوابل,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,All branches except Madinaty Craft Zone and Mirage Mall branches,12/15/2025 13:10,غسيل (مسحوق ),cloril,cloril bleach 1.5l + 2*1l + 4*1l colors,كلوريل 1.5 مل + 2*1 لتر + 4*1 لتر الوان 1 لتر,1.5 مل + 2*1 لتر + 4*1 لتر الوان 1 لتر offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,لتر,94,79.95,14,جنيه,,page_28.jpg,flyer_8497,79.89999999999999,merged_cleansed_output.xlsx,8497,Detergents,غسيل (مسحوق ),merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,,12/15/2025 13:10,أطعمة -الألبان ومنتجاتها,katilo,katilo low salt cheese,قتيلو ملح خفيف 250 جم,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,250 جم,95,79.95,15,جنيه,,page_13.jpg,flyer_8497,79.8,merged_cleansed_output.xlsx,8497,Grocery / Dairy,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-22 to 2025-12-22,فروع القاهرة و هايبر العبور و شبين الكوم و فروع مدينتي و فرع ميراج مول,12/22/2025 16:48,أطعمة -فواكه وخضروات,,italian yellow apple,تفاح اصفر ايطالى,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,99,79.95,19,جنيه,,20251222_F1_flyer_8673_page_12.jpg,,80.19000000000001,merged_cleansed_output.xlsx,8673,FRUITS AND VEGETABLES,أطعمة -فواكه وخضروات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-22 to 2025-12-22,"فروع القاهرة, هايبر العبور, شبين الكوم, فروع مدينتي, فرع ميراج مول",12/22/2025 16:48,أطعمة -فواكه وخضروات,,italian red apple,تفاح احمر ايطالي,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,99,79.95,19,جنيه,,20251222_F1_flyer_8673_page_14.jpg,,80.19000000000001,merged_cleansed_output.xlsx,8673,FRUITS AND VEGETABLES,أطعمة -فواكه وخضروات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-22 to 2025-12-22,"فروع القاهرة, هايبر العبور, شبين الكوم, فروع مدينتي, فرع ميراج مول",12/22/2025 16:48,أطعمة -فواكه وخضروات,,apple sukari italian,تفاح سكرى ايطالى,باتلاش offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,99,79.95,19,جنيه,,20251222_F1_flyer_8673_page_15.jpg,,80.19000000000001,merged_cleansed_output.xlsx,8673,FRUITS AND VEGETABLES,أطعمة -فواكه وخضروات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-15 to 2025-12-15,فروع القاهرة و هايبر العبور و شبين الكوم و فروع مدينتي,12/15/2025 13:31,أطعمة -فواكه وخضروات,,italian sugar apples,تفاح سكرى ايطالى,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,99,79.95,19,جنيه,,page_3.jpg,flyer_8582,,merged_cleansed_output.xlsx,8582,FRUITS AND VEGETABLES,أطعمة -فواكه وخضروات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,almarai,almarai natural / light yogurt,المراعي زبادي طبيعي / لايت,3+9 مجاناً offer بيت الجملة الفئة أطعمة -الألبان ومنتجاتها offer بيت الجملة offer بيت الجملة,عبوة 12 × 105 جم,99.5,79.95,19,جنيه,,SIM92_F2_flyer_8630_page_25.jpg,,,merged_cleansed_output.xlsx,8630,,,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,All branches except Mirage Mall,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,almarai,almarai natural / light yogurt,المراعي زبادي طبيعي / لايت 105 جم (3+9),3+9 مجاناً offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,105 جم (3+9),99.5,79.95,19,جنيه,,SIM96_F1_flyer_8630_page_25.jpg,,,merged_cleansed_output.xlsx,8630,Dairy,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:14,أطعمة -مشروبات,mokate,mokate ice frappuccino,موكاتي ايس فرابتشينو أنواع كيس 12.5 جم,سعر العرض offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,كيس,,8,0,جنيه,,page_3.jpg,flyer_8517,,merged_cleansed_output.xlsx,8517,Coffee/Beverages,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-18 to 2025-12-20,,12/18/2025 19:23,أطعمة -حلوى,jelly king / chew chea,king - chew chew jelly 40 gm assorted,كينج - تشو تشو جيلي 40 جم أنواع,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,40 جم,16.5,8,51,EGP,,SIM93_F1_flyer_8640_page_17.jpg,,7.92,merged_cleansed_output.xlsx,8640,حلويات,أطعمة -حلوى,merged_cleansed_output.xlsx,16.5,,,
بيت الجملة,2025-12-17 to 2025-12-27,,12/18/2025 19:23,أطعمة -حلوى,cadbury,biscuit wafer roll with cream,بسكويت ويفر رول بالكريمه 22 جم,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,22g,9.25,8,13,جنيه,,SIM96_F1_flyer_8630_page_30.jpg,,7.955,merged_cleansed_output.xlsx,8630,حلويات,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -مشروبات,juhayna,juhayna classic drink,جهينه كلاسيك مشروب,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,335 مل,11,8.5,22,جنيه,,page_42.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,Beverages,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,,12/15/2025 13:10,أطعمة -حلوى,larch,larch melt cocoa cake covered with chocolate,لاراش ميلت كيك كاكاو مغطى شيكولاته,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,عبوة,11,8.5,22,جنيه,,page_24.jpg,flyer_8497,8.47,merged_cleansed_output.xlsx,8497,حلويات,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,فرع ميراج مول,12/25/2025 21:57,أطعمة -مخبوزات وحلويات,healthy meal,original rice cake,هيلثي ميل كعك الارز الاصلي,offer بيت الجملة الفئة أطعمة -مخبوزات وحلويات offer بيت الجملة offer بيت الجملة,3 قطع,11.5,8.5,26,جنيه,,SIM95_F2_flyer_8616_page_57.jpg,,8.51,merged_cleansed_output.xlsx,8616,,,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,فرع ميراج مول,12/18/2025 19:23,أطعمة -مخبوزات وحلويات,healthy meal,original rice cake,هيلثي ميل كعك الارز الاصلي,3 قطعه offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,قطعة,11.5,8.5,26,جنيه,,SIM95_F2_flyer_8616_page_57.jpg,,8.51,merged_cleansed_output.xlsx,8616,مخبوزات,أطعمة -مخبوزات وحلويات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/18/2025 19:23,أطعمة -مخبوزات وحلويات,healthy meal,original rice cake,هيلثي ميل كعك الارز الاصلي 3 قطعه,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,عبوة,11.5,8.5,26,جنيه,,SIM96_F2_flyer_8616_page_57.jpg,,,merged_cleansed_output.xlsx,8616,مخبوزات,أطعمة -مخبوزات وحلويات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,فرع ميراج مول,12/18/2025 19:23,أطعمة -مخبوزات وحلويات,healthy meal,original rice cake,هيلثي ميل كعك الارز الاصلي,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,3 pieces,11.5,8.5,26,جنيه,,SIM98_F2_flyer_8616_page_57.jpg,,,merged_cleansed_output.xlsx,8616,BAKERY,أطعمة -مخبوزات وحلويات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,جميع الفروع ماعدا فرع ميراج مول,12/15/2025 13:10,أطعمة- شيكولاتة وحلويات,shorty,shorty plain biscuits,شورتي بسكويت ساده 60 جم,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,جم,9.75,8.5,12,جنيه,,page_25.jpg,flyer_8497,8.4825,merged_cleansed_output.xlsx,8497,Candy,أطعمة- شيكولاتة وحلويات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-25 to 2025-12-27,,12/25/2025 21:57,أطعمة- شيكولاتة وحلويات,cadbury,cadbury choco double delight,"كادبوري شوكو دبل ديلايت 25,5 جم",offer بيت الجملة الفئة أطعمة- شيكولاتة وحلويات offer بيت الجملة offer بيت الجملة,box (4lb),108,80,25,جنيه,,20251225_F1_flyer_8704_page_19.jpg,,79.92,merged_cleansed_output.xlsx,8704,,,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/18/2025 19:23,أطعمة - توابل,,smoked paprika,فلفل بقالي مدخن,سعر الـ 250 جم offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,122.5,80,34,جنيه,أو حتى نفاذ الكمية,SIM95_F2_flyer_8616_page_19.jpg,,,merged_cleansed_output.xlsx,8616,SPICES,أطعمة - توابل,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-08 to 2025-12-16,فرع ميراج مول,12/17/2025 16:39,أطعمة -الألبان ومنتجاتها,avanti,cheddar cheese pastrami,جبن شيدر افانتي بسطرمه,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,250 جم,88.75,80,9,جنيه,,SIM98_F2_flyer_8498_page_29.jpg,,,merged_cleansed_output.xlsx,8498,أجبان,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-08 to 2025-12-16,فرع ميراج مول,12/17/2025 16:39,أطعمة -الألبان ومنتجاتها,avanti,avanti cheddar cheese with pastrami,جبن شيدر افانتي بسطرمه,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,88.75,80,9,جنيه,,SIM100_F2_flyer_8498_page_29.jpg,,79.875,merged_cleansed_output.xlsx,8498,Cheese,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,مطبخ (أدوات طهي),توب شيف,top chef granite pot size 16,توب شيف حله جرانيت مقاس 16,الفئة مطبخ (أدوات طهي) offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,,803,0,جنيه,,page_58.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,أواني طهي,أدوات طهي,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,مطبخ (أدوات طهي),توب شيف,top chef square granite grill pan size 28,توب شيف شوايه جرانيت مربع مقاس 28,الفئة مطبخ (أدوات طهي) offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,,803,0,جنيه,,page_58.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,أواني طهي,أدوات طهي,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,Mirage Mall branch,12/15/2025 13:11,أطعمة -الألبان ومنتجاتها,yopolis,yopolis cream cheese light,يوبوليس جبنه كريمي لايت 225 جم,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,225 جم,95,81,14,جنيه,,page_50.jpg,flyer_8498,80.75,merged_cleansed_output.xlsx,8498,Dairy/Cheese,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/18/2025 19:23,أطعمة -حلوى,yummies,yummies halawa spread pistachio,ياميز حلاوة سبريد فستق بقطع الفستق 300 جم,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,جم,99,81,18,جنيه,,SIM95_F2_flyer_8616_page_30.jpg,,,merged_cleansed_output.xlsx,8616,Sweets & Spreads,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,,12/15/2025 13:10,أطعمة -الألبان ومنتجاتها,الاصدقاء,el asdeka mozzarella cheese,الاصدقاء موتزاريلا 200 جم,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,200 جم,93,81.95,11,جنيه,,page_13.jpg,flyer_8497,81.84,merged_cleansed_output.xlsx,8497,Grocery / Dairy,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,مطبخ (أدوات طهي),توب شيف,top chef granite frying pan size 30 burgundy,توب شيف مقلايه جرانيت مقاس 30 بورجاندي,الفئة مطبخ (أدوات طهي) offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,,812,0,جنيه,,page_58.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,أواني طهي,أدوات طهي,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -زيوت ودهون,ragab el attar,basmati rice,رجب العطار ارز بسمتي 1 ك,الفئة أطعمة -زيوت ودهون offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,كجم,99,82,17,جنيه,,page_48.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,Grocery,أطعمة -زيوت,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,جميع فروعنا ما عدا فرع ميراج,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,edam,farm cheese edam,فارم تشيز جبنه فلمنك ايدام,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,250 gm,101.25,82.5,18,جنيه,,SIM92_F1_flyer_8630_page_3.jpg,,,merged_cleansed_output.xlsx,8630,أجبان,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,جميع فروعنا ما عدا فرع ميراج,12/15/2025 13:09,أطعمة -لحوم مصنعة وأجبان,farm cheese,farm cheese edam,فارم تشيز جبنه فلمنك ايدام,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,250 جم,101.25,82.5,18,جنيه,,page_3.jpg,flyer_8497,82.0125,merged_cleansed_output.xlsx,8497,اجبان و لحوم بارده,أطعمة -لحوم مصنعة وأجبان,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,المراعي,almarai natural / light yogurt 105g (9+3 free pack),المراعي زبادي طبيعي / لايت 105 جم (9 + 3 هديه),3+9 مجاناً offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,عبوة,99.5,82.95,16,جنيه,,SIM98_F2_flyer_8616_page_48.jpg,,,merged_cleansed_output.xlsx,8616,Dairy,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -الألبان ومنتجاتها,المراعي,almarai natural / light yogurt,المراعي زبادي طبيعي / لايت,3+9 مجاناً offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,105 جم (9 + 3 هديه),99.5,82.95,16,جنيه,,page_49.jpg,flyer_8498,82.585,merged_cleansed_output.xlsx,8498,Dairy,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,,12/15/2025 13:10,أطعمة -الألبان ومنتجاتها,المراعي,almarai natural yogurt,المراعي زبادي طبيعي 50 اجم (9+3 هديه),3+9 مجاناً offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,50 جم (12 عبوة),99.5,82.95,16,جنيه,,page_14.jpg,flyer_8497,,merged_cleansed_output.xlsx,8497,Dairy,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
