 اسم السوبر ماركت	فترة سريان العرض	الفرع / الموقع	تاريخ تعديل ملف الفلاير	الفئة	اسم العلامة التجارية	اسم المنتج (الأساسي)	الاسم بالعربية	العبارة الترويجية	الوحدة	السعر الأصلي	السعر الحالي	الخصم %	العملة	قيود العرض	اسم ملف الفلاير	اسم المجلد الفرعي	الاحداثيات	الموثوقية	السعر المحسوب	solution_key	end_date	status	standard_supermarket_name	clean_name	matched_sku	matched_image	matched_name	matched_price	match_score	confidence	needs_review	match_method
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:59	سيارات (اكسسوارات)	Missy	Missy Sour Marshmallow	ميسي سوار مارشميللو	HOT OFFER, وفر 12.45 الفئة سيارات (اكسسوارات)		24.9	12.45	50	EGP		page_23.jpg	flyer_9835	[770, 660, 960, 950]	0.9	12.45	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	missy sour marshmallow	6921667810075	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/9/6921667810075.jpg	Miss U Orange Marshmallow - 30 g	24.95	86.60869565	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:59	مطبخ (أدوات طهي)	LARCH	Larch Molten Cake Chocolate	لاراش مولتن كيك شيكولاتة	1+5 هدية الفئة مطبخ (أدوات طهي)			99.95	0	EGP		page_23.jpg	flyer_9835	[490, 350, 710, 630]	0.9		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	larch molten cake chocolate	6223012618528	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223012618528.jpg	Larch Molten Cocoa Cake - 1 Piece	20	82.14285714	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:01	أطعمة- شيكولاتة وحلويات	Galaxy	Galaxy Chocolate (Milk-Hazelnut)	جلاكسي شيكولاتة (حليب-بندق) ٨٠جم	الفئة أطعمة- شيكولاتة وحلويات		83.95	68.95	17	EGP		page_24.jpg	flyer_9835	[250, 362, 410, 637]	0.97	68.839	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	alaxy chocolate milk hazelnut	6221134011845	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221134011845.jpg	Galaxy Hazelnut Chocolate - 80 g	68.95	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:01	أطعمة- شيكولاتة وحلويات	Galaxy	Galaxy Milk Chocolate	جلاكسي شيكولاتة حليب ٨٠جم	الفئة أطعمة- شيكولاتة وحلويات		59.95	49.95	16	EGP		page_24.jpg	flyer_9835	[250, 675, 410, 950]	0.97	49.7585	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	alaxy milk chocolate	6221134005394	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221134005394_newww_imagee.jpg	Galaxy Milk Chocolate - 56 g	49.95	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:01	أطعمة -حلويات وبسكويت	BALOCCO	Balocco Savoiardi Biscuits	بالوكو بسكوت سافويارد ٢٠٠جم	الفئة أطعمة -حلويات وبسكويت		119.95	94.95	20	EGP		page_24.jpg	flyer_9835	[439, 56, 599, 321]	0.98	94.7605	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	balocco savoiardi biscuits	8001100012018	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/0/8001100012018.jpg	Balocco Savoiardi Biscuits - 200 g	94.95	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:01	أطعمة -حلويات وبسكويت	Oreo	Oreo Biscuits (Chocolate-Hazelnut-Cream)	اوريو بسكوت (شيكولاتة-بندق-كريمة) ١٦+٤٨جم	الفئة أطعمة -حلويات وبسكويت		111.95	99.95	10	EGP		page_24.jpg	flyer_9835	[628, 56, 788, 321]	0.98	99.6355	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	oreo biscuits chocolate hazelnut cream	6224010432574	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224010432574.jpg	Maxello Wafer Biscuits with Chocolate Hazelnut Cream - 49 g	9.95	84.70588235	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:01	أطعمة- شيكولاتة وحلويات	SWISS TRU	Swiss Truffles Dark Chocolate	سويس فرو شيكولاتة دارك ٨٠جم انواع	HOT OFFER الفئة أطعمة- شيكولاتة وحلويات		159.95	124.95	21	EGP		page_24.jpg	flyer_9835	[250, 56, 410, 321]	0.98	124.761	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	swiss truffles dark chocolate	6224010205550	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224010205550.jpg	Swiss Fru Dark Chocolate 85% - 80 g	124.95	85.47169811	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:01	أطعمة -حلوى	Toren	Toren Wafers	تورين ويفر ٥٥جم انواع ٦ قطعة	HOT OFFER الفئة أطعمة -حلوى		50.9	39.95	21	EGP		page_24.jpg	flyer_9835	[817, 56, 977, 321]	0.98	39.702	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	toren wafers	8697439305244	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/6/8697439305244.jpg	Toren Wafer with Bubble Gum - 55 g	25.45	70.66666667	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:01	أطعمة -حلوى	BALOCCO	Balocco Wafer (Hazelnut-Vanilla-Cocoa)	بالوكو ويفر (بندق-فانيليا-كاكاو) ٤٥جم	الفئة أطعمة -حلوى		30.95	24.95	19	EGP		page_24.jpg	flyer_9835	[817, 362, 977, 637]	0.97	25.0695	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	balocco wafer hazelnut vanilla cocoa	80028079	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/0/80028079_1.jpg	Balocco Snack Hazelnut Wafer - 45 g	24.95	88.125	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:01	أطعمة -حلوى	BALOCCO	Balocco Mini Cubes (Hazelnut-Vanilla-Cocoa)	بالوكو ويفر (بندق-فانيليا-كاكاو) ١٢٥جم	الفئة أطعمة -حلوى		99.95	79.95	20	EGP		page_24.jpg	flyer_9835	[817, 675, 977, 950]	0.97	79.96	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	balocco mini cubes hazelnut vanilla cocoa	6224008245155	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224008245155.jpg	Lino Granola Chocolate & Hazelnut Bar	36.95	69.33333333	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:01	أطعمة- شيكولاتة وحلويات	Kinder	Kinder Joy (Boys-Girls)	كيندر جوي (اولاد-بنات) ٢٠جم	الفئة أطعمة- شيكولاتة وحلويات		59.95	51.45	14	EGP		page_24.jpg	flyer_9835	[439, 362, 599, 637]	0.97	51.557	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	kinder joy boys irls	80768258	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/0/80768258.jpg	Kinder Joy for Girls - 20 g	51.45	97.17948718	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:01	أطعمة- شيكولاتة وحلويات	Kinder	Kinder Bueno Chocolate	كيندر بوينو شيكولاتة ٤٣جم	الفئة أطعمة- شيكولاتة وحلويات		44.95	38.95	13	EGP		page_24.jpg	flyer_9835	[439, 675, 599, 950]	0.97	39.1065	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	kinder bueno chocolate	80052760	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/0/80052760.jpg	Kinder Bueno Chocolate - 43 g	38.95	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	العناية بالشعر	SPARKLE	Sparkle Shampoo & Conditioner	سباركل شامبو وبلسم ٣٥٠مل انواع	الفئة العناية بالشعر		71.95	59.95	16	EGP		page_25.jpg	flyer_9835	[248, 62, 417, 330]	0.95	59.7185	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	sparkle shampoo conditioner	6221009000554	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221009000554.jpg	Sparkle Gold Shampoo & Conditioner - 350 ml	52.95	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	العناية بالشعر	Herbal Essences	Herbal Essences Shampoo or Conditioner	هيربل شامبو او بلسم ٤٠٠مل انواع	الفئة العناية بالشعر		253.95	209.95	17	EGP		page_25.jpg	flyer_9835	[248, 680, 417, 949]	0.95	210.7785	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	herbal essences shampoo or conditioner	8001090661968	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/0/8001090661968.jpg	Herbal Essences Smooth Golden Moringa Oil Conditioner - 400 ml	209.95	88.65168539	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	العناية بالبشرة والنظافة	Mood	Mood Shower Gel	جيني موود شاور جل ٧٥٠مل انواع	الفئة العناية بالبشرة والنظافة		88.95	69.95	21	EGP		page_25.jpg	flyer_9835	[439, 407, 608, 634]	0.95	70.2705	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	mood shower el	6223007903301	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223007903301.jpg	Mood Night Shower Gel - 750 ml	69.95	94.84848485	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	العناية بالشعر	SPARKLE	Sparkle Hair Cream or Conditioner	سباركل كريم شعر ٣٠٠مل او بلسم ٣٠٠مل	الفئة العناية بالشعر		71.95	52.95	26	EGP		page_25.jpg	flyer_9835	[439, 62, 608, 330]	0.95	53.243	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	sparkle hair cream or conditioner	6221009000240	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221009000240.jpg	Sparkle Shampoo & Conditioner for Dry Hair - 350 ml	52.95	86.71232877	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	العناية بالشعر	ELVIVE	Elvive Shampoo	ايلفيف شامبو ٤٠٠مل انواع	الفئة العناية بالشعر			167.95	0	EGP		page_25.jpg	flyer_9835	[248, 407, 417, 634]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	elvive shampoo	5056267001965	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/0/5056267001965.jpg	Enliven Dry Shampoo, Original - 300 ml	287.95	63.41463415	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	العناية بالبشرة والنظافة	Dove	Dove Hand Wash	دوف هاند ووش ٥٠٠مل انواع	الفئة العناية بالبشرة والنظافة		85.95	71.95	16	EGP		page_25.jpg	flyer_9835	[630, 407, 799, 634]	0.95	72.198	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dove h wash	6281006541689	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6281006541689.jpg	Dove Avocado Hand Wash - 500 ml	85.95	77.33333333	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	العناية بالبشرة والنظافة	Lux	Lux Hand Wash	لوكس هاند ووش ٥٠٠مل انواع	الفئة العناية بالبشرة والنظافة		81.95	73.95	9	EGP		page_25.jpg	flyer_9835	[630, 680, 799, 949]	0.95	73.755	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	lux h wash	6221155130631	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221155130631.jpg	Lux Orchid Hand Wash - 500 ml	81.95	81.07407407	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	البيبي (مستلزمات)	White	White Baby Wipes	وايت وايبس اطفال ٧٢ منديل ٢ق	عرض خاص الفئة البيبي (مستلزمات)		117.95	99.95	15	EGP		page_25.jpg	flyer_9835	[821, 407, 990, 634]	0.95	100.2575	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	white baby wipes	6223001908326	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223001908326.jpg	Handy Baby Wet Wipes - 40 ml	15.45	78.78787879	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	العناية بالبشرة والنظافة	Diva	Diva Hand Wash	ديفا هاند ووش ٥٠٠مل ٢ق	الفئة العناية بالبشرة والنظافة		78.45	69.45	11	EGP		page_25.jpg	flyer_9835	[821, 680, 990, 949]	0.95	69.8205	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	diva h wash	6223000236246	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000236246.jpg	Diva Ultra Fresh Hand Wash - 500 ml	60.95	85.57142857	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	العناية بالبشرة والنظافة	Dove	Dove Shower Gel	دوف شاور جل ٥٠٠مل انواع	الفئة العناية بالبشرة والنظافة		107.5	91.5	14	EGP		page_25.jpg	flyer_9835	[439, 680, 608, 949]	0.95	91.375	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dove shower el	6223000237847	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000237847.jpg	Diva Freshness Shower Gel - 250 ml	44.45	72.72727273	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:02	العناية بالبشرة والنظافة	Mood	Mood Hand Wash	موود هاند ووش ٥٠٠مل انواع	الفئة العناية بالبشرة والنظافة		58.95	48.95	16	EGP		page_25.jpg	flyer_9835	[630, 62, 799, 330]	0.95	48.9285	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	mood h wash	6224008878810	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224008878810.jpg	Mood Bali Hand Wash - 500 ml	48.95	91.48148148	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:05	العناية الشخصية	Camay	Camay Shower Gel	كامي شاور جل اللتر أنواع	الفئة العناية الشخصية		105.95	95.95	9	EGP		page_26.jpg	flyer_9835	[802, 535, 929, 755]	0.95	96.4145	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	camay shower el	6224002214041	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224002214041_.jpg	Fresh Kiddo Baby Shower Gel - 300 ml	123.95	68.57142857	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:05	العناية الشخصية	Dove	Dove Soap	دوف صابون ٩٠ جرام أنواع	الفئة العناية الشخصية		38.5	33.5	12	EGP		page_26.jpg	flyer_9835	[802, 256, 929, 476]	0.95	33.495	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dove soap	6223002552146	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223002552146.jpg	Joy Purple Soap - 120 g	15.45	62.33333333	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:05	العناية الشخصية	Lux	Lux Shower Gel	لوكس شاور جل ٥٠٠ مل أنواع	HOT OFFER الفئة العناية الشخصية		84.95	69.95	17	EGP		page_26.jpg	flyer_9835	[652, 400, 779, 599]	0.95	69.659	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	lux shower el	6223000237854	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000237854.jpg	Diva Luxury Shower Gel - 250 ml	44.45	76.47058824	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:05	العناية الشخصية	Axe	Axe Spray	أكس اسبراي ١٥٠ مل أنواع	HOT OFFER الفئة العناية الشخصية		169.95	134.95	20	EGP		page_26.jpg	flyer_9835	[652, 118, 779, 354]	0.95	134.2605	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	axe spray	6221155122964	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221155122964_copy.jpg	Axe Excite Body Spray - 150 ml	134.95	70	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:05	العناية الشخصية	Signal	Signal Toothpaste	سيجنال معجون مكافح ١٢٠ مل + فرشاة	فرشاة اسنان هديه الفئة العناية الشخصية		52.95	48.95	7	EGP		page_26.jpg	flyer_9835	[652, 630, 779, 887]	0.95	48.714	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	sinal toothpaste	6221048402968	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221048402968.jpg	Signal Whitening Toothpaste - 100 ml	64.5	82.04878049	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:09	العناية بالشعر	Gliss	Gliss Shampoo	جليس شامبو ٤٠٠ مل	الفئة العناية بالشعر			126.95	0	EGP		page_27.jpg	flyer_9835	[309, 890, 339, 950]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	liss shampoo	6224009506699	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224009506699.jpg	Norshek Citrus Shampoo - 100 ml	310	64.70588235	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:09	العناية بالشعر	Palette	Palette Hair Color	باليت ICC باليت PNC	الفئة العناية بالشعر			107.95	0	EGP		page_27.jpg	flyer_9835	[760, 300, 790, 369]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	palette hair color	3838824309934	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/3/8/3838824309934_copy.jpg	Palette Naturals Hair Color, 1-12	142.95	80	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:09	العناية الشخصية	Fa	Fa Deodorant Spray	فا مزيل العرق إسبراي 150 مل	الفئة العناية الشخصية			119.95	0	EGP		page_27.jpg	flyer_9835	[760, 790, 790, 859]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	fa deodorant spray	4006000169231	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/_/-/_-_150_copy.jpg	Nivea Women Deodorant Spray - 150 ml	129.95	82.55555556	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:09	العناية بالشعر	Gliss	Gliss Hair Mask	جليس ماسك ٤٠٠ مل	الفئة العناية بالشعر			298.5	0	EGP		page_27.jpg	flyer_9835	[309, 600, 339, 660]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	liss hair mask	6224010687622	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224010687622.jpg	Les Karites Hair Mask with Coconut - 475 ml	179.95	60.46511628	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:09	العناية بالشعر	Gliss	Gliss Shampoo & Conditioner Offer	عرض شامبو ٤٠٠ مل + بلسم ٣٦٠ مل	الفئة العناية بالشعر			249.95	0	EGP		page_27.jpg	flyer_9835	[309, 304, 339, 369]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	liss shampoo conditioner offer	6281031294925	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6281031294925_1.jpg	Schwarzkopf Gliss Dry Hair Shampoo - 400 ml + Conditioner	249.95	82	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:23	العناية الشخصية	NIVEA	Nivea Roll-On Deodorant	نيفيا رول أون	الفئة العناية الشخصية		89.95	79.95	11	EGP		page_30.jpg	flyer_9835	[898, 685, 942, 796, 942, 796, 898, 898, 685]	0.95	80.0555	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	nivea roll on deodorant	42355182	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/4/2/42355182.jpg	Nivea Deep for Men Deodorant Roll On  - 50 ml	79.95	87.96610169	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:23	العناية بالشعر	NIVEA	Nivea Soft Moisturizing Cream	نيفيا كريم مرطب	الفئة العناية بالشعر		132.5	99.5	24	EGP		page_30.jpg	flyer_9835	[636, 489, 680, 629, 680, 629, 636, 636, 489]	0.95	99.375	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	nivea soft moisturizin cream	4005808890590	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/4/0/4005808890590_copy.jpg	Nivea Soft Moisturizing Cream - 100 ml	59.95	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:23	العناية بالشعر	NIVEA	Nivea Creme	نيفيا كريم	الفئة العناية بالشعر		184.5	139.5	24	EGP		page_30.jpg	flyer_9835	[636, 163, 680, 299, 680, 299, 636, 636, 163]	0.95	140.22	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	nivea creme	4005900000972	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/4/0/4005900000972.jpg	Nivea Men Cream - 150 ml	283.95	84.61538462	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:23	العناية الشخصية	NIVEA	Nivea Spray Deodorant	نيفيا سبراي	الفئة العناية الشخصية		179.95	129.95	27	EGP		page_30.jpg	flyer_9835	[898, 300, 942, 417, 942, 417, 898, 898, 300]	0.95	129.564	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	nivea spray deodorant	4006000169231	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/_/-/_-_150_copy.jpg	Nivea Women Deodorant Spray - 150 ml	129.95	97.5	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:29	البيبي (مستلزمات)	BabyJoy	BabyJoy Pants	بيبي جوي كلون	وفرى فلوسك 1 حفاض ليلة لكل مقاس ٤ الفئة البيبي (مستلزمات)			307.5	0	EGP		page_31.jpg	flyer_9835	[150, 150, 450, 350]	0.9		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	babyjoy pants	8856884002638	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/8/8856884002638.jpg	Baby Corn Plate	106.5	64.28571429	Review	TRUE	auto
